Дата	Отдел.Код	Товар.Код	Час	Количество	Сумма
01.05.2004 0:00	2	828	18	1	46.41
01.05.2004 0:00	2	27490	16	1	122.45
01.05.2004 0:00	2	28092	15	1	69.64
01.05.2004 0:00	2	31051	16	1	38.9
01.05.2004 0:00	2	32560	18	1	5.6
01.05.2004 0:00	2	33068	15	1	57.2
01.05.2004 0:00	2	33340	19	1	39.73
01.05.2004 0:00	2	36259	13	1	74.61
01.05.2004 0:00	2	43699	13	2	10.12
01.05.2004 0:00	2	82545	17	1	137.51
01.05.2004 0:00	2	83149	17	1	85.37
02.05.2004 0:00	1	28092	9	1	71.5
02.05.2004 0:00	1	32560	16	2	11.7
02.05.2004 0:00	1	33340	14	1	37.69
02.05.2004 0:00	1	43699	19	3	14.79
02.05.2004 0:00	1	45911	17	1	13.58
02.05.2004 0:00	1	82154	17	1	25.14
02.05.2004 0:00	2	21270	12	1	184.61
02.05.2004 0:00	2	31052	12	1	43.0
02.05.2004 0:00	2	31052	14	1	43.0
02.05.2004 0:00	2	31052	18	1	43.0
02.05.2004 0:00	2	32560	13	1	5.6
02.05.2004 0:00	2	33068	19	1	57.2
02.05.2004 0:00	2	38453	17	1	117.78
02.05.2004 0:00	2	40345	11	1	10.66
02.05.2004 0:00	2	83215	16	1	244.39
03.05.2004 0:00	1	32560	15	1	5.85
03.05.2004 0:00	1	33448	10	1	4.86
03.05.2004 0:00	1	33530	10	1	4.4
03.05.2004 0:00	1	52458	15	1	52.11
03.05.2004 0:00	1	58592	10	1	88.96
03.05.2004 0:00	1	65840	15	1	73.43
03.05.2004 0:00	1	71804	17	1	20.74
03.05.2004 0:00	2	828	15	1	46.41
03.05.2004 0:00	2	828	16	1	46.41
03.05.2004 0:00	2	27498	17	1	64.35
03.05.2004 0:00	2	31052	13	1	43.0
03.05.2004 0:00	2	31052	17	1	43.0
03.05.2004 0:00	2	38452	13	1	207.21
03.05.2004 0:00	2	83149	19	1	85.37
03.05.2004 0:00	2	83480	20	2	14.2
04.05.2004 0:00	1	828	13	3	133.89
04.05.2004 0:00	1	10650	14	1	15.68
04.05.2004 0:00	1	11824	18	1	15.54
04.05.2004 0:00	1	11931	18	1	10.38
04.05.2004 0:00	1	31050	13	1	40.69
04.05.2004 0:00	1	52458	11	1	52.11
04.05.2004 0:00	2	828	14	1	46.41
04.05.2004 0:00	2	31052	16	1	43.0
04.05.2004 0:00	2	31052	19	1	42.73
04.05.2004 0:00	2	33340	19	1	39.73
04.05.2004 0:00	2	33340	20	1	39.2
04.05.2004 0:00	2	33530	16	1	4.58
04.05.2004 0:00	2	82545	19	1	137.51
04.05.2004 0:00	2	83454	19	1	15.52
05.05.2004 0:00	1	1145	9	1	322.95
05.05.2004 0:00	1	11824	15	1	15.54
05.05.2004 0:00	1	11824	18	1	15.54
05.05.2004 0:00	1	20011	13	1	118.26
05.05.2004 0:00	1	24909	14	1	28.5
05.05.2004 0:00	1	28551	20	2	34.96
05.05.2004 0:00	1	28560	20	2	60.06
05.05.2004 0:00	1	31052	12	1	41.09
05.05.2004 0:00	1	32560	15	2	11.7
05.05.2004 0:00	1	45816	18	1	126.25
05.05.2004 0:00	1	45911	17	1	13.58
05.05.2004 0:00	1	50837	15	1	29.7
05.05.2004 0:00	1	51001	17	1	124.61
05.05.2004 0:00	1	52458	10	1	48.1
05.05.2004 0:00	1	52458	11	1	48.1
05.05.2004 0:00	1	73820	18	2	21.46
05.05.2004 0:00	1	78981	14	1	41.96
05.05.2004 0:00	1	79052	12	4	15.24
05.05.2004 0:00	2	10350	19	1	42.17
05.05.2004 0:00	2	25445	19	1	157.98
05.05.2004 0:00	2	40345	14	1	10.66
06.05.2004 0:00	1	11824	11	1	15.54
06.05.2004 0:00	1	11824	16	1	15.54
06.05.2004 0:00	1	11931	11	1	10.69
06.05.2004 0:00	1	14185	18	1	10.04
06.05.2004 0:00	1	19337	18	1	67.86
06.05.2004 0:00	1	21269	12	1	191.81
06.05.2004 0:00	1	21269	19	1	191.81
06.05.2004 0:00	1	24910	16	4	115.56
06.05.2004 0:00	1	33340	12	1	37.69
06.05.2004 0:00	1	40349	9	1	19.29
06.05.2004 0:00	1	66644	16	1	214.64
06.05.2004 0:00	1	71804	18	2	41.48
06.05.2004 0:00	1	78981	12	1	41.75
06.05.2004 0:00	1	79107	18	1	24.34
06.05.2004 0:00	1	83149	12	1	87.29
06.05.2004 0:00	2	828	18	1	46.41
06.05.2004 0:00	2	32560	11	2	11.2
06.05.2004 0:00	2	51407	19	1	85.7
07.05.2004 0:00	1	1151	19	1	217.5
07.05.2004 0:00	1	11824	10	1	15.54
07.05.2004 0:00	1	11824	15	1	15.54
07.05.2004 0:00	1	14185	16	1	10.04
07.05.2004 0:00	1	21269	18	1	191.81
07.05.2004 0:00	1	31052	18	1	41.35
07.05.2004 0:00	1	32560	15	2	11.7
07.05.2004 0:00	1	33530	11	2	8.8
07.05.2004 0:00	1	40349	19	1	19.29
07.05.2004 0:00	1	40358	19	1	8.08
07.05.2004 0:00	1	45911	14	1	13.58
07.05.2004 0:00	1	52458	14	1	48.1
07.05.2004 0:00	1	57168	18	1	141.49
07.05.2004 0:00	1	69349	14	1	162.46
07.05.2004 0:00	1	71804	15	1	21.65
07.05.2004 0:00	1	82545	20	1	132.23
07.05.2004 0:00	1	83454	16	1	16.05
07.05.2004 0:00	2	11829	17	3	6.99
07.05.2004 0:00	2	31052	16	1	43.0
07.05.2004 0:00	2	33338	20	1	39.25
07.05.2004 0:00	2	33530	19	1	4.58
07.05.2004 0:00	2	56777	16	1	34.46
07.05.2004 0:00	2	57168	18	1	130.85
07.05.2004 0:00	2	79038	13	1	3.9
08.05.2004 0:00	1	11846	12	10	24.6
08.05.2004 0:00	1	13840	17	1	3.71
08.05.2004 0:00	1	24061	17	1	137.03
08.05.2004 0:00	1	33530	9	1	4.19
08.05.2004 0:00	1	36259	13	1	83.6
08.05.2004 0:00	1	65840	9	1	69.54
08.05.2004 0:00	1	79052	9	1	3.81
08.05.2004 0:00	2	10350	12	1	42.17
08.05.2004 0:00	2	11242	20	2	11.72
08.05.2004 0:00	2	28092	20	1	68.5
08.05.2004 0:00	2	32560	13	1	5.6
08.05.2004 0:00	2	32560	15	1	5.6
08.05.2004 0:00	2	33530	17	2	9.16
08.05.2004 0:00	2	73820	11	1	10.01
09.05.2004 0:00	1	21270	19	1	116.19
09.05.2004 0:00	1	32427	10	1	65.59
09.05.2004 0:00	1	32427	14	1	65.59
09.05.2004 0:00	1	62773	11	1	36.29
09.05.2004 0:00	1	70284	12	1	63.43
10.05.2004 0:00	1	11824	12	1	15.54
10.05.2004 0:00	1	36259	20	1	83.6
10.05.2004 0:00	1	38453	11	1	110.95
10.05.2004 0:00	1	40358	18	1	7.94
10.05.2004 0:00	1	78981	13	1	41.75
10.05.2004 0:00	1	83149	13	1	87.29
10.05.2004 0:00	2	10350	13	1	42.17
10.05.2004 0:00	2	31051	20	1	38.9
10.05.2004 0:00	2	31054	13	1	36.61
10.05.2004 0:00	2	32435	13	1	10.52
10.05.2004 0:00	2	32560	18	1	5.6
10.05.2004 0:00	2	45816	19	1	131.3
10.05.2004 0:00	2	51407	19	1	85.7
10.05.2004 0:00	2	73817	15	1	4.17
10.05.2004 0:00	2	75406	12	1	144.63
10.05.2004 0:00	2	82545	16	1	137.51
11.05.2004 0:00	1	828	16	1	44.63
11.05.2004 0:00	1	844	18	2	61.5
11.05.2004 0:00	1	844	20	1	30.75
11.05.2004 0:00	1	10258	13	1	13.06
11.05.2004 0:00	1	11824	11	1	15.54
11.05.2004 0:00	1	14185	16	1	10.18
11.05.2004 0:00	1	14185	19	1	10.18
11.05.2004 0:00	1	31052	20	1	41.35
11.05.2004 0:00	1	32560	11	1	5.85
11.05.2004 0:00	1	32560	12	2	11.7
11.05.2004 0:00	1	51407	20	1	82.4
11.05.2004 0:00	1	69349	10	1	162.8
11.05.2004 0:00	1	73820	11	1	10.73
11.05.2004 0:00	1	83149	10	1	87.29
11.05.2004 0:00	1	83149	18	1	87.29
11.05.2004 0:00	2	21270	18	1	107.39
11.05.2004 0:00	2	28092	16	1	68.5
11.05.2004 0:00	2	58040	15	2	20.02
11.05.2004 0:00	2	79107	18	1	23.17
11.05.2004 0:00	2	83383	18	1	68.26
12.05.2004 0:00	1	2291	16	1	286.95
12.05.2004 0:00	1	11824	18	2	31.08
12.05.2004 0:00	1	12742	17	1	30.71
12.05.2004 0:00	1	27490	10	1	125.95
12.05.2004 0:00	1	38453	17	1	110.95
12.05.2004 0:00	1	41527	16	1	217.65
12.05.2004 0:00	1	45807	17	1	127.46
12.05.2004 0:00	1	82154	13	1	25.14
12.05.2004 0:00	2	10648	11	1	21.02
12.05.2004 0:00	2	28558	16	1	25.56
12.05.2004 0:00	2	31052	18	1	43.0
12.05.2004 0:00	2	33338	17	1	39.25
12.05.2004 0:00	2	33338	20	1	39.25
12.05.2004 0:00	2	71804	17	2	45.24
12.05.2004 0:00	2	71804	20	1	22.62
12.05.2004 0:00	2	83052	13	1	10.56
13.05.2004 0:00	1	828	9	1	44.63
13.05.2004 0:00	1	2290	20	1	85.88
13.05.2004 0:00	1	2827	10	1	8.14
13.05.2004 0:00	1	11824	16	1	15.54
13.05.2004 0:00	1	14185	14	1	10.18
13.05.2004 0:00	1	14185	15	1	10.18
13.05.2004 0:00	1	32560	11	1	5.85
13.05.2004 0:00	1	45816	14	1	127.56
13.05.2004 0:00	1	51407	19	1	82.4
13.05.2004 0:00	1	52458	18	1	49.09
13.05.2004 0:00	1	65840	9	1	73.43
13.05.2004 0:00	1	65840	11	1	73.43
13.05.2004 0:00	1	71804	20	1	21.86
13.05.2004 0:00	1	78981	19	1	44.96
13.05.2004 0:00	2	21269	19	1	195.51
13.05.2004 0:00	2	21270	12	1	184.61
13.05.2004 0:00	2	33050	11	1	162.45
13.05.2004 0:00	2	40345	18	1	10.66
13.05.2004 0:00	2	62773	17	1	37.17
13.05.2004 0:00	2	79038	15	2	7.8
14.05.2004 0:00	1	844	17	1	30.75
14.05.2004 0:00	1	11931	16	1	10.38
14.05.2004 0:00	1	14185	18	1	10.18
14.05.2004 0:00	1	21269	11	1	200.48
14.05.2004 0:00	1	21269	19	1	200.48
14.05.2004 0:00	1	28558	20	1	24.58
14.05.2004 0:00	1	31052	15	1	41.35
14.05.2004 0:00	1	32427	20	1	65.59
14.05.2004 0:00	1	32560	15	2	11.7
14.05.2004 0:00	1	36259	11	1	83.6
14.05.2004 0:00	1	43699	17	1	4.86
14.05.2004 0:00	1	65840	12	1	73.43
14.05.2004 0:00	1	71804	16	3	64.95
14.05.2004 0:00	1	82545	17	1	132.23
14.05.2004 0:00	1	82545	19	1	132.23
14.05.2004 0:00	1	83149	19	1	87.29
14.05.2004 0:00	2	62773	20	1	37.17
14.05.2004 0:00	2	79038	16	1	3.9
14.05.2004 0:00	2	79107	17	1	23.17
14.05.2004 0:00	2	82545	20	1	137.51
15.05.2004 0:00	1	828	16	1	44.63
15.05.2004 0:00	1	14185	9	1	10.18
15.05.2004 0:00	1	28560	16	1	31.3
15.05.2004 0:00	1	36259	10	1	83.6
15.05.2004 0:00	1	43699	13	2	9.72
15.05.2004 0:00	1	45911	12	2	27.16
15.05.2004 0:00	1	51407	13	1	82.4
15.05.2004 0:00	1	52458	13	1	49.09
15.05.2004 0:00	1	71804	9	1	21.65
15.05.2004 0:00	1	79017	12	2	11.28
15.05.2004 0:00	1	82545	13	1	132.23
15.05.2004 0:00	2	31052	19	1	42.73
15.05.2004 0:00	2	32560	12	1	5.6
15.05.2004 0:00	2	32560	13	1	5.6
15.05.2004 0:00	2	32560	19	3	18.87
15.05.2004 0:00	2	33338	19	2	78.5
15.05.2004 0:00	2	43699	12	1	5.06
15.05.2004 0:00	2	82548	14	1	22.88
15.05.2004 0:00	2	83052	17	1	10.56
16.05.2004 0:00	1	21269	18	1	187.99
16.05.2004 0:00	1	28092	13	1	69.63
16.05.2004 0:00	1	32560	17	2	11.7
16.05.2004 0:00	1	33340	16	1	37.69
16.05.2004 0:00	1	43699	10	2	9.72
16.05.2004 0:00	1	45816	17	1	148.91
16.05.2004 0:00	1	50850	12	2	43.4
16.05.2004 0:00	1	65840	14	1	69.54
16.05.2004 0:00	1	71804	12	1	21.65
16.05.2004 0:00	1	71804	20	1	21.86
16.05.2004 0:00	1	78981	10	1	44.96
16.05.2004 0:00	1	82616	17	1	105.4
17.05.2004 0:00	1	1145	13	1	322.95
17.05.2004 0:00	1	2290	19	1	90.14
17.05.2004 0:00	1	11824	12	1	15.54
17.05.2004 0:00	1	11931	8	1	10.38
17.05.2004 0:00	1	11931	18	1	10.38
17.05.2004 0:00	1	19337	18	1	85.55
17.05.2004 0:00	1	31052	10	1	41.35
17.05.2004 0:00	1	31052	11	1	41.35
17.05.2004 0:00	1	78981	16	1	44.96
17.05.2004 0:00	1	83383	18	1	73.75
17.05.2004 0:00	2	11834	19	1	11.23
17.05.2004 0:00	2	31052	17	1	43.0
17.05.2004 0:00	2	31054	14	1	33.03
17.05.2004 0:00	2	32560	12	1	6.29
17.05.2004 0:00	2	32560	18	1	6.29
17.05.2004 0:00	2	33338	13	1	46.41
17.05.2004 0:00	2	36259	13	1	72.22
17.05.2004 0:00	2	36259	19	1	72.22
17.05.2004 0:00	2	38453	14	1	114.26
17.05.2004 0:00	2	57168	11	1	130.85
17.05.2004 0:00	2	66647	18	1	144.18
17.05.2004 0:00	2	71804	19	1	22.62
17.05.2004 0:00	2	83052	13	1	10.56
18.05.2004 0:00	1	11824	17	1	15.54
18.05.2004 0:00	1	11824	18	1	15.54
18.05.2004 0:00	1	12742	13	1	30.71
18.05.2004 0:00	1	19337	19	1	80.08
18.05.2004 0:00	1	20475	19	1	194.36
18.05.2004 0:00	1	24061	11	1	137.03
18.05.2004 0:00	1	24910	18	1	28.89
18.05.2004 0:00	1	24910	20	1	28.6
18.05.2004 0:00	1	28560	10	1	31.3
18.05.2004 0:00	1	32427	11	1	65.73
18.05.2004 0:00	1	32435	20	1	10.11
18.05.2004 0:00	1	33036	12	1	225.26
18.05.2004 0:00	1	33448	15	1	6.33
18.05.2004 0:00	1	36259	18	1	83.6
18.05.2004 0:00	1	41527	12	1	218.39
18.05.2004 0:00	1	45911	17	1	13.58
18.05.2004 0:00	1	71804	12	1	21.86
18.05.2004 0:00	1	78981	18	1	44.96
18.05.2004 0:00	1	79017	17	2	11.28
18.05.2004 0:00	1	79107	14	1	24.34
18.05.2004 0:00	1	82545	16	2	264.46
18.05.2004 0:00	1	83215	19	1	265.79
18.05.2004 0:00	2	71804	18	1	22.62
18.05.2004 0:00	2	82545	13	1	137.51
18.05.2004 0:00	2	83052	14	1	10.56
18.05.2004 0:00	2	83052	18	1	10.56
18.05.2004 0:00	2	83383	14	1	68.26
19.05.2004 0:00	1	11824	9	1	15.54
19.05.2004 0:00	1	11931	18	1	10.38
19.05.2004 0:00	1	12007	14	1	62.7
19.05.2004 0:00	1	21269	19	1	187.99
19.05.2004 0:00	1	24909	15	1	28.5
19.05.2004 0:00	1	24910	18	4	114.4
19.05.2004 0:00	1	32435	18	1	10.11
19.05.2004 0:00	1	32560	15	1	5.85
19.05.2004 0:00	1	33530	18	1	4.19
19.05.2004 0:00	1	36259	14	1	83.6
19.05.2004 0:00	1	36259	18	1	83.6
19.05.2004 0:00	1	58040	11	1	10.11
19.05.2004 0:00	1	69349	9	1	162.8
19.05.2004 0:00	1	70284	10	1	63.43
19.05.2004 0:00	1	71804	13	1	21.86
19.05.2004 0:00	1	71804	15	1	21.86
19.05.2004 0:00	1	83215	19	1	265.79
19.05.2004 0:00	2	2291	16	1	284.22
19.05.2004 0:00	2	10350	18	1	42.17
19.05.2004 0:00	2	10350	20	1	39.75
19.05.2004 0:00	2	10648	18	1	18.67
19.05.2004 0:00	2	11834	20	1	11.23
19.05.2004 0:00	2	14185	17	1	9.44
19.05.2004 0:00	2	28560	13	1	32.55
19.05.2004 0:00	2	33338	18	1	37.74
19.05.2004 0:00	2	38453	14	1	114.26
19.05.2004 0:00	2	83563	14	1	46.02
20.05.2004 0:00	1	828	16	1	44.63
20.05.2004 0:00	1	11931	13	1	10.28
20.05.2004 0:00	1	27498	12	1	70.68
20.05.2004 0:00	1	28092	11	1	71.5
20.05.2004 0:00	1	31052	18	1	41.35
20.05.2004 0:00	1	32435	18	1	10.11
20.05.2004 0:00	1	33340	9	1	37.69
20.05.2004 0:00	1	36259	17	1	83.6
20.05.2004 0:00	1	45816	10	1	131.35
20.05.2004 0:00	1	58040	18	1	9.63
20.05.2004 0:00	1	78981	18	1	44.96
20.05.2004 0:00	2	14185	17	1	9.44
20.05.2004 0:00	2	21270	12	1	184.61
20.05.2004 0:00	2	32560	16	2	12.58
20.05.2004 0:00	2	33338	17	1	37.74
20.05.2004 0:00	2	33340	19	1	39.2
20.05.2004 0:00	2	57168	13	1	130.85
20.05.2004 0:00	2	62773	20	1	36.54
20.05.2004 0:00	2	79038	12	1	3.9
21.05.2004 0:00	1	828	13	3	133.89
21.05.2004 0:00	1	31052	11	1	41.35
21.05.2004 0:00	1	31052	17	1	41.35
21.05.2004 0:00	1	32560	16	3	17.55
21.05.2004 0:00	1	33338	18	1	40.69
21.05.2004 0:00	1	41527	20	1	208.14
21.05.2004 0:00	1	45448	9	1	50.89
21.05.2004 0:00	1	58592	18	1	88.96
21.05.2004 0:00	1	75406	11	1	140.94
21.05.2004 0:00	1	79017	18	1	5.64
21.05.2004 0:00	1	83052	12	4	40.0
21.05.2004 0:00	2	21270	12	1	184.61
21.05.2004 0:00	2	32560	13	1	6.29
21.05.2004 0:00	2	32560	17	1	6.29
21.05.2004 0:00	2	33340	12	1	39.2
21.05.2004 0:00	2	33340	15	1	39.2
21.05.2004 0:00	2	33448	20	1	5.06
21.05.2004 0:00	2	41527	17	1	213.67
21.05.2004 0:00	2	43699	15	1	5.06
21.05.2004 0:00	2	83480	14	2	14.2
22.05.2004 0:00	1	2827	18	1	8.14
22.05.2004 0:00	1	21269	11	1	187.99
22.05.2004 0:00	1	52458	12	1	48.39
22.05.2004 0:00	1	52458	15	1	48.39
22.05.2004 0:00	1	58590	11	1	107.13
22.05.2004 0:00	1	82545	19	1	132.23
22.05.2004 0:00	2	828	11	1	46.41
22.05.2004 0:00	2	11829	14	3	6.9
22.05.2004 0:00	2	11834	13	2	22.46
22.05.2004 0:00	2	21270	18	1	184.61
22.05.2004 0:00	2	31050	20	1	40.69
22.05.2004 0:00	2	32535	20	1	5.85
22.05.2004 0:00	2	32560	17	1	4.86
22.05.2004 0:00	2	51407	17	1	85.7
22.05.2004 0:00	2	83215	20	1	244.39
22.05.2004 0:00	2	83480	11	5	35.5
23.05.2004 0:00	1	33338	17	1	40.69
23.05.2004 0:00	1	34687	17	1	36.78
23.05.2004 0:00	1	36259	15	1	83.6
23.05.2004 0:00	1	52458	14	1	49.09
23.05.2004 0:00	1	66005	10	1	234.25
23.05.2004 0:00	1	79017	9	5	28.2
23.05.2004 0:00	1	83480	13	10	59.9
24.05.2004 0:00	1	11292	9	2	322.88
24.05.2004 0:00	1	11308	17	1	128.01
24.05.2004 0:00	1	11931	12	1	10.28
24.05.2004 0:00	1	11931	19	1	10.28
24.05.2004 0:00	1	31050	19	1	40.69
24.05.2004 0:00	1	51407	12	1	82.4
24.05.2004 0:00	1	51407	20	1	78.76
24.05.2004 0:00	1	52458	20	1	49.09
24.05.2004 0:00	1	65840	12	1	69.85
24.05.2004 0:00	1	65841	20	1	135.85
24.05.2004 0:00	1	73820	18	1	10.73
24.05.2004 0:00	1	82545	14	1	132.23
24.05.2004 0:00	2	10350	17	1	39.75
24.05.2004 0:00	2	11834	15	1	11.23
24.05.2004 0:00	2	28551	11	1	18.17
24.05.2004 0:00	2	32427	18	1	70.36
24.05.2004 0:00	2	33534	17	1	4.4
24.05.2004 0:00	2	43699	19	3	15.18
25.05.2004 0:00	1	828	12	1	44.63
25.05.2004 0:00	1	828	19	1	44.63
25.05.2004 0:00	1	1145	12	2	645.9
25.05.2004 0:00	1	11824	11	1	15.54
25.05.2004 0:00	1	11824	12	2	31.08
25.05.2004 0:00	1	14185	19	1	10.18
25.05.2004 0:00	1	32435	15	1	10.11
25.05.2004 0:00	1	33448	9	1	6.33
25.05.2004 0:00	1	36259	16	1	83.6
25.05.2004 0:00	1	45809	17	1	208.08
25.05.2004 0:00	1	51407	9	1	78.76
25.05.2004 0:00	1	56777	12	1	46.34
25.05.2004 0:00	1	57168	15	1	131.98
25.05.2004 0:00	1	65840	20	1	69.54
25.05.2004 0:00	1	71804	13	2	43.5
25.05.2004 0:00	1	79017	17	2	11.28
25.05.2004 0:00	1	82545	18	1	132.23
25.05.2004 0:00	1	82545	20	1	132.23
25.05.2004 0:00	1	83383	16	1	73.75
25.05.2004 0:00	2	10650	12	1	16.11
25.05.2004 0:00	2	13840	12	1	3.89
25.05.2004 0:00	2	13840	19	2	7.78
25.05.2004 0:00	2	24061	18	1	142.51
25.05.2004 0:00	2	28551	14	1	18.17
25.05.2004 0:00	2	32535	14	1	5.85
25.05.2004 0:00	2	33448	17	1	5.06
25.05.2004 0:00	2	57171	15	1	94.64
25.05.2004 0:00	2	71804	14	1	22.62
26.05.2004 0:00	1	849	19	2	122.16
26.05.2004 0:00	1	11931	13	1	10.28
26.05.2004 0:00	1	31050	17	1	40.69
26.05.2004 0:00	1	36259	19	1	73.16
26.05.2004 0:00	1	41527	15	1	219.89
26.05.2004 0:00	1	57168	19	1	131.74
26.05.2004 0:00	1	65841	9	1	135.85
26.05.2004 0:00	1	71804	11	1	21.75
26.05.2004 0:00	1	83480	10	10	59.9
26.05.2004 0:00	2	2289	18	1	183.85
26.05.2004 0:00	2	31054	19	1	33.03
26.05.2004 0:00	2	33448	11	1	5.06
26.05.2004 0:00	2	57168	18	1	130.85
26.05.2004 0:00	2	83149	13	1	81.5
27.05.2004 0:00	1	828	19	1	44.63
27.05.2004 0:00	1	20529	14	1	119.36
27.05.2004 0:00	1	31050	18	1	40.69
27.05.2004 0:00	1	32273	19	1	68.34
27.05.2004 0:00	1	36259	14	1	73.16
27.05.2004 0:00	1	43728	11	1	4.93
27.05.2004 0:00	2	2290	12	1	92.7
27.05.2004 0:00	2	27490	20	1	126.95
27.05.2004 0:00	2	32436	18	1	12.47
27.05.2004 0:00	2	32535	21	3	17.55
27.05.2004 0:00	2	38453	21	1	116.79
27.05.2004 0:00	2	71804	18	1	22.62
27.05.2004 0:00	2	74841	16	1	15.64
27.05.2004 0:00	2	79038	12	1	3.9
28.05.2004 0:00	1	32560	12	5	29.25
28.05.2004 0:00	1	32560	19	1	5.85
28.05.2004 0:00	1	45806	15	1	233.38
28.05.2004 0:00	1	52458	17	1	49.09
28.05.2004 0:00	1	71804	13	1	21.75
28.05.2004 0:00	1	79017	12	1	5.64
28.05.2004 0:00	1	79107	10	1	22.28
28.05.2004 0:00	2	12007	10	1	65.25
28.05.2004 0:00	2	33448	12	1	5.06
28.05.2004 0:00	2	38453	15	1	116.79
28.05.2004 0:00	2	43699	14	1	5.06
28.05.2004 0:00	2	71804	14	1	22.62
29.05.2004 0:00	1	11824	16	1	15.54
29.05.2004 0:00	1	32560	18	5	29.25
29.05.2004 0:00	1	33530	20	2	8.8
29.05.2004 0:00	1	36259	18	1	73.16
29.05.2004 0:00	1	74841	18	1	15.04
29.05.2004 0:00	1	83052	18	1	10.0
29.05.2004 0:00	2	12007	19	1	65.25
30.05.2004 0:00	1	11824	12	1	15.54
30.05.2004 0:00	1	21269	14	1	205.84
30.05.2004 0:00	1	33338	12	1	40.69
30.05.2004 0:00	1	45911	12	4	69.36
30.05.2004 0:00	1	58040	12	1	9.93
30.05.2004 0:00	2	849	20	1	63.52
30.05.2004 0:00	2	25445	11	1	155.58
30.05.2004 0:00	2	27498	21	1	64.35
30.05.2004 0:00	2	36259	11	1	72.22
30.05.2004 0:00	2	57168	15	1	137.25
31.05.2004 0:00	1	828	16	2	89.26
31.05.2004 0:00	1	828	19	1	44.63
31.05.2004 0:00	1	11824	11	1	15.54
31.05.2004 0:00	1	20013	17	1	286.29
31.05.2004 0:00	1	24910	17	1	28.6
31.05.2004 0:00	1	31052	12	1	41.09
31.05.2004 0:00	1	31052	13	1	41.09
31.05.2004 0:00	1	32560	10	1	5.85
31.05.2004 0:00	1	32560	14	1	5.85
31.05.2004 0:00	1	33530	19	2	8.8
31.05.2004 0:00	1	36259	19	1	73.16
31.05.2004 0:00	1	56777	12	1	46.34
31.05.2004 0:00	1	56777	14	1	46.34
31.05.2004 0:00	1	69349	9	1	163.23
31.05.2004 0:00	1	79017	9	4	22.56
31.05.2004 0:00	2	10350	19	1	44.04
31.05.2004 0:00	2	10650	11	1	16.11
31.05.2004 0:00	2	31050	13	1	40.69
31.05.2004 0:00	2	83052	14	1	10.4
31.05.2004 0:00	2	83052	18	1	10.4
31.05.2004 0:00	2	83454	10	1	15.52
01.06.2004 0:00	1	2290	18	1	87.59
01.06.2004 0:00	1	11931	17	1	10.28
01.06.2004 0:00	1	15955	11	1	345.21
01.06.2004 0:00	1	32273	19	1	68.34
01.06.2004 0:00	1	32560	20	1	5.85
01.06.2004 0:00	1	52458	14	1	48.04
01.06.2004 0:00	1	71804	13	1	21.75
01.06.2004 0:00	1	79017	12	1	5.64
01.06.2004 0:00	1	79107	12	1	22.28
01.06.2004 0:00	1	82548	18	2	32.22
01.06.2004 0:00	1	83454	19	1	16.05
01.06.2004 0:00	1	83563	16	1	43.98
01.06.2004 0:00	2	848	17	1	184.77
01.06.2004 0:00	2	10350	11	1	42.17
01.06.2004 0:00	2	10350	12	1	44.04
01.06.2004 0:00	2	32435	16	1	9.91
01.06.2004 0:00	2	32535	17	1	6.08
01.06.2004 0:00	2	33448	18	1	5.06
01.06.2004 0:00	2	83052	14	1	10.4
02.06.2004 0:00	1	828	12	2	89.26
02.06.2004 0:00	1	11308	20	1	128.01
02.06.2004 0:00	1	15955	9	1	345.21
02.06.2004 0:00	1	21269	13	1	205.84
02.06.2004 0:00	1	21269	16	1	205.84
02.06.2004 0:00	1	31052	13	1	41.09
02.06.2004 0:00	1	31052	17	1	41.09
02.06.2004 0:00	1	32560	17	3	17.55
02.06.2004 0:00	1	36259	19	1	83.6
02.06.2004 0:00	1	40358	12	3	23.82
02.06.2004 0:00	1	40358	17	1	7.94
02.06.2004 0:00	1	45911	18	1	17.34
02.06.2004 0:00	1	62773	12	1	54.59
02.06.2004 0:00	1	62773	15	1	54.59
02.06.2004 0:00	1	62773	18	1	35.8
02.06.2004 0:00	1	82154	14	1	24.88
02.06.2004 0:00	1	82545	15	2	264.46
02.06.2004 0:00	1	82545	17	1	132.23
02.06.2004 0:00	1	83480	15	10	59.9
02.06.2004 0:00	2	31051	14	1	37.9
02.06.2004 0:00	2	54311	21	1	61.79
03.06.2004 0:00	1	487	16	1	2.24
03.06.2004 0:00	1	11931	12	1	10.28
03.06.2004 0:00	1	14185	11	1	10.18
03.06.2004 0:00	1	14185	17	1	10.18
03.06.2004 0:00	1	20475	10	1	195.69
03.06.2004 0:00	1	21269	10	1	205.84
03.06.2004 0:00	1	28092	17	1	69.03
03.06.2004 0:00	1	31052	19	1	41.09
03.06.2004 0:00	1	33050	10	1	151.07
03.06.2004 0:00	1	33050	14	1	151.07
03.06.2004 0:00	1	33340	11	1	37.69
03.06.2004 0:00	1	33340	13	1	37.69
03.06.2004 0:00	1	36259	11	1	73.16
03.06.2004 0:00	1	40358	18	1	7.94
03.06.2004 0:00	1	52458	11	1	48.04
03.06.2004 0:00	2	28092	10	1	68.5
03.06.2004 0:00	2	32273	12	1	67.64
03.06.2004 0:00	2	32436	13	2	24.94
03.06.2004 0:00	2	73817	20	1	4.17
03.06.2004 0:00	2	83142	12	1	111.61
